show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s2820,Movie,Clip: Lego Batman Gameplay,Pusic Entertainment,"Batman, Wonder Woman, Spider-man, Superman, Captain America, Iron Man",,,2017,ALL,4 min,"Kids, Sports",This is an instruction video how you can play the game The Lego Batman Film. This gameplay video is for all ages. The joker is also in the video.
s2821,Movie,"Clip: Heavy Rain Sound on the River, 3 hours noise for sleep and meditation - ultra dark",,,,,2017,ALL,183 min,"Faith and Spirituality, Special Interest",Can't sleep? Do you want to meditate? Listen and watch to this Heavy Rain sound on the river. 3 hours ultra dark noise for sleep and meditation.
s2822,Movie,Clip: Elsa from Frozen Cooking Show Game,Pusic Entertainment,,,,2017,ALL,12 min,"Kids, Sports",This is a funny video for kids. This film is about a frozen cooking game for children. This is an instruction video how you can play the game Elsa from Frozen Cooking Show. This gameplay video is for all ages.
s2823,TV Show,Clifford's Puppy Days,,"Lara Miller,  Grey Delisle,  Kath Soucie, Henry Winkler",,,2006,TV-Y,3 Seasons,Kids,"Before Clifford was a Big Red Dog, he was a Small Red Puppy. Clifford was the runt of his litter, and Emily Elizabeth fell in love with Little Clifford at first sight. Despite barely filling Emily Elizabeth's dad's palm, Clifford was quite the handful! Making his way in the big world was no small feat for this tiny pup, but even as a puppy he had a huge heart."
s2824,TV Show,Clifford the Big Red Dog,,"Hannah Levinson, Adam Sanders",,,2021,ALL,6 Seasons,Kids,"There’s lots to celebrate this season of Clifford the Big Red Dog! All of Birdwell Island joins together for Clifford’s birthday, shares the love on Valentine’s Day and haunts the island on Halloween. From welcoming a new baby to helping the town through an extraordinary snow day, the friends share life’s special moments while learning the importance of family and celebrating true friendship."
s2825,TV Show,Clifford The Big Red Dog,,"John Ritter,  Kel Mitchell,  Cree Summer,  Grey Delisle",,,2003,TV-Y,5 Seasons,TV Shows,"Make room for Scholastic's Clifford the Big Red Dog, the animated series based on Norman Bridwell's best-selling books. Each episode of this Emmy-nominated series features two stories that emphasize one or more of ""Clifford's BIG Ideas"" - 10 simple, tangible life lessons. Join Clifford and his owner Emily Elizabeth as they play, work together, respect others - and have fun!"
s2826,TV Show,"Click, Clack, Moo: Christmas at the Farm",,"Pete Davidson, Rachel Bloom, Patton Oswalt, Katie Crown, Jim Cummings, Chris Diamantopoulos, Keith Ferguson, Jake Green, Grey Griffin, Tom Kenny, Sonya Leslie, Candi Milo",,,2017,ALL,1 Season,Kids,"It's Christmas time and the farm animals have a problem: how to buy Farmer Brown the present of his dreams - a Tumbletron 300 clothes dryer. It's a race against time for them, and for Duck who has his own problem - upping his ""nice"" numbers for Santa to get off the ""naughty"" list. Based on the book series by Doreen Cronin and Betsy Lewin. Starring: Rachel Bloom, Pete Davidson and Patton Oswalt."
s2827,Movie,Clay,Andrew Gunn,"Imelda Staunton, Ian McElhinney, Ben-Ryan Davies, Harry McEntire",,,2008,,89 min,"Drama, Science Fiction","Adapted by Peter Tabern from the award-winning novel by David Almond and set in 1960s Tyneside, this is the dark and mesmerizing tale of how Davie Hagan's life is changed forever by a mysterious stranger called Stephen Rose. Beguiled by Stephen's gift to mold clay figures and bring them to life, Davie quickly falls under his spell."
s2828,Movie,Claudia Oshry: Disgraced Queen,Brian Volk-Weiss,Claudia Oshry,,,2020,18+,72 min,"Arts, Entertainment, and Culture, Comedy, Young Adult Audience","As Instagram's reigning disgraced queen, Claudia Oshry is taking on pop culture, and all that's wrong with it, in an outrageous new stand-up special."
s2829,Movie,Classical Piano for Sleep and Relaxation,Mark Knight,,,,2017,ALL,48 min,"Music Videos and Concerts, Special Interest","A selection of relaxing piano music form the World's mist famous composers; Chopin, Haydn, Debussy, Brahms, Beethoven, Scriabin, Ravel and Schumann. Accompanied by a relaxing waterfall at Olympic National Park. Performed by Nico de Napoli, Edward Roser, Carlos Gardels, Vadim Chaimovich and Donald Betts."
s2830,TV Show,Classic Popeye,,"Jack Mercer, Mae Questel, Jackson Beck",,,1960,TV-Y,1 Season,"Animation, Kids","Popeye is one of the most popular cartoon characters of all time. This spunky but loveable spinach-eating sailor continues to delight young and old with his comic adventures, and the entire gang is around to provide plenty of rousing fun and action: Olive Oyl, Swee'Pea, Wimpy and Bluto."
s2831,Movie,Classic Nursery Rhymes with Little Baby Bum,Cannis Holder,,,,2019,ALL,35 min,Kids,"Compilation of some of the most popular nursery rhymes, like Wheels on the bus, Mary had a little lamb, 5 Little Speckled Frogs, ABC song and more!"
s2832,Movie,Classic Nursery Rhymes By Little Baby Bum - American Sign Language Edition!,,Erin Webbs,,,2019,ALL,27 min,Kids,"Watching good quality kids' shows can be a great support in a child's development. Enjoy this 30 minute compilation of some of the most well-loved nursery rhymes and kids songs such as 'Wheels On The Bus', 'Twinkle Twinkle Little Star' and a lot more tunes, signed in American Sign Language (ASL)."
s2833,Movie,Classic Baby Songs by Little Baby Bum,Cannis Holder,"Grace Tamayo, Erin Webbs",,,2019,ALL,35 min,Kids,"In this compilation, enjoy some of Little Baby Bum's most classic and educational nursery rhymes with toddlers and infants such as 'Wheels On The Bus (Babies Edition)', 'Bath Song', and many more!"
s2834,Movie,Clan of the White Lotus,Lo Lieh,"Liu Chia-hui, Hui Ying-hung, Lo Lieh",,,1980,16+,90 min,"Action, Drama","Lo Lieh, Shaw Studios' first international kung-fu film star, also directed this special sequel to Executioners From Shaolin, where heroic Gordon Liu Chia-hui must learn ""Embroidery Fist"" and acupuncture to counter the evil White Lotus leader's deadly ""Weightless Boxing"" and ""Nerve Centre Shutdown"" techniques."
s2835,Movie,City of Joel,Jesse Sweet,,,,2020,,83 min,Documentary,"50 miles north of New York City, the town of Monroe is a microcosm for a hyper-partisan and divided nation as a land-dispute between an ultra-orthodox Hassidic sect and their secular neighbors erupts into a turf war."
s2836,Movie,City of Ghosts,Matthew Heineman,,United States,,2017,R,92 min,Documentary,City of Ghosts follows the journey of “Raqqa is Being Slaughtered Silently” – a handful of anonymous activists who banded together after their homeland was taken over by ISIS in 2014.
s2837,Movie,Citizen K,Alex Gibney,Mikhail Khodorkovsky,,,2020,18+,126 min,Documentary,"The strange case of Mikhail Khodorkovsky, once believed to be the wealthiest man in Russia, who rocketed to prosperity and prominence in the 1990s, served a decade in prison, and became an unlikely martyr for the anti-Putin movement."
s2838,Movie,Circumstances 2,"Ramon Sloan, Beasy Jones","Kenyatta DeEtt, Jamal ""Gravy"" Woolard, Ciera Angelia, Demaris Harvey, Kristin Clarke, David Bianco, London Johnson, Tony Lee, Gratz, Brenae Clarke, Frank Brandon, Steve Piper",,,2020,18+,79 min,"Action, Drama, Suspense",Keyshawn and his cronies face almost undefeatable obstacles. And the chase for currency becomes more vivid as bloodshed and murder goes hand in hand with the game.
s2839,Movie,Cider with Rosie,Philippa Lowthorpe,"Timothy Spall, Samantha Morton, Georgie Smith, Teddie-Rose Malleson-Allen, Dylan Turland, Georgia Brinkworth, Emma Curtis, Bebe Cave, Shola Adewusi, Matthew Steer, Annette Crosbie, June Whitfield, Billy Howle, Sarah Sweeney, Isabella Polkinghorne, Libby Easton, Maya Gerber, Archie Cox, Ruby Ashbourne Serkis, Jack Harris, Finn Bennett, Jessica Hynes, Ines De Clercq, Bob Goody, Anthony Cozens, Ian Drysdale, Jake Hayward, James Inkling, Rafaella Hutchinson",,,2015,13+,89 min,Drama,"A semi-autobiographical coming-of-age story set in the Cotswolds during and immediately after the First World War. With her husband working in the War office, devoted mother Annie Lee takes her step-daughters and her own children to live in the idyllic Gloucestershire countryside, the youngest being the sickly Laurie, known as Loll."
s2840,TV Show,Chuck,,"Zachary Levi, Yvonne Strahovski, Joshua Gomez, Ryan McPartlin, Mark Lawrence, Vik Sahay, Scott Krinsky, Sarah Lancaster, Adam Baldwin",,,2012,TV-14,5 Seasons,"Action, Adventure, Comedy","Chuck Bartowski, a regular guy & computer geek turned secret agent. Chuck unwittingly downloads the Intersect into his head, a database filled with highly classified govt information."
s2841,Movie,Christmas Time with Mila and Morphle,Arthur van Merwijk,,,,2019,ALL,37 min,"Animation, Kids","'My Magic Pet Morphle' is an animated hit tv show for toddlers and older kids. Morphle can morph into anything his human companion Mila wants. From dinosaurs to cars, construction vehicles like diggers, dump trucks and cranes to pets like cats dogs and lions! Come celebrate Christmas with Mila and Morphle!"
s2842,Movie,Christmas Recipe for Romance,Marco Deufemia,"Madeline Leon, Sebastian Sacco",,,2019,,88 min,"Comedy, Romance","Abby enters into a cooking contest in hopes of winning the cash prize to save her family-run Inn. The only problem is that she's a bit of a disaster in the kitchen. But when a Christmas miracle has renowned chef Jason Corwin as a guest at the Inn, she recruits him to help and the kitchen isn't the only thing that is heating up."
s2843,Movie,Christmas on the Bayou,Leslie Hope,"Hilarie Burton, Tyler Hilton, Randy Travis",,,2013,,88 min,"Drama, Romance","A divorced workaholic executive goes back to her hometown to spend Christmas with her son and mother. Through a rekindled romance and a small miracle, she discovers where her heart truly belongs."
s2844,Movie,Christmas in Mississippi,Emily Moss Wilson,"Jana Kramer, Wes Brown, Faith Ford",,,2017,7+,93 min,"Drama, Romance","Photographer Holly Logan (Jana Kramer) returns to her hometown of Gulfport, Mississippi for Christmas. The town is resurrecting their traditional holiday light show and now Holly must spend the next few days with the man who broke her heart."
s2845,Movie,Christmas Finger Family And More,HooplaKidz,,,,2019,ALL,20 min,"Animation, Kids","Christmas is here, so let's sing out loud with Christmas Finger Family Song and many more Christmas songs."
s2846,Movie,Christmas Coupon,Daniel Knudsen,"Courtney Matthews, Aaron Noble, Robert Laenen",,,2019,7+,93 min,Comedy,"Alison Grant begins teaching ice skating students on a friend's frozen pond after being fired from her rink job. On the first day of class her old high school sweetheart and now famous hockey player, Ivan Hall, unexpectedly shows up when he brings his niece for her skating lessons. While an initially cold reunion ensues, eventually Alison warms up to Ivan again. Dove Family Approved for all ages."
s2847,Movie,Christmas Carols With Elly And Eva,HooplaKidz,"Elly, Eva",,,2019,ALL,22 min,"Animation, Kids","On the joyous occasion of Christmas, Kids Camp brings to you a collection of popular and traditional Christmas Carols for your little one to sing along to! Join Elly and Eve as they meet their friends, Santa Claus and Rudolph the red nose reindeer."
s2848,Movie,Christine Jorgensen Story,Irving Rapper,"John Hansen, Quinn Redeker",,,1970,R,89 min,Drama,"The true story of the first sex-change operation which changed ""George"" into ""Christine"" in 1950s Denmark."
s2849,Movie,Christian Finnegan: The Fun Part,Jay Chapman,Christian Finnegan,,,2014,18+,61 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","Disarmingly honest and brutally charming, Christian Finnegan discusses every aspect of life in this comedy special. From traveling the globe to inconvenient bodily functions."
s2850,TV Show,Chris Tall Presents...,,Chris Tall,Germany,,2019,16+,1 Season,"Arts, Entertainment, and Culture, Comedy","Six episodes, six comedians, one host. Each episode of Chris Tall Presents… features one of six up-and-coming stand-up comedians as well as brand new material by Chris Tall."
s2851,TV Show,Chris Ramsey: Approval Needed,,,,,2019,16+,1 Season,TV Shows,The critically acclaimed comedian Chris Ramsey brings his latest stand-up show exclusively to Amazon this summer.
s2852,TV Show,Chris Ramsey Approval Needed (4K UHD),,,,,2019,16+,1 Season,"Arts, Entertainment, and Culture",The critically acclaimed comedian Chris Ramsey brings his latest stand-up show exclusively to Amazon this summer
s2853,Movie,Chris Porter: Ugly and Angry,Jay Chapman,Chris Porter,,,2014,,61 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","""Last Coming Standing"" alum, Chris Porter, gives his look on drugs, growing old, women's fashion, and his love for Taco Bell."
s2854,TV Show,Chris Harris on Cars,,Chris Harris,,,2016,TV-PG,1 Season,TV Shows,"Chris Harris on Cars puts you behind the wheel of the best machinery on sale, and takes you into the technical complexities of these stunning vehicles. Expect much tire smoke!"
s2855,Movie,Chris Claremont's X-Men,Patrick Meaney,"Chris Claremont, Jason Aaron, Art Adams, Lon Brown",,,2018,7+,71 min,Documentary,"Chris Claremont came to Marvel as a young man, and was assigned a book that no one else wanted, a book on the brink of cancellation: X-Men. Over the next 17 years, his work on the title turned it into the biggest franchise in comic book history. Forty years later, his work has been adapted into 10 films, three TV series, countless video games and become a part of our cultural mythology."
s2856,Movie,Choricha Mamla,Priyadarshan Jadhav,"Jitendra Joshi, Amruta Khanvilkar, Aniket Vishwasrao, Kshitee Jog, Hemant Dhome, Kirti Pendharkar",India,,2020,13+,132 min,Comedy,"Nandan robs houses for a living but never takes more than what he needs. One day while on the job, the house`s owner, Amarjit, enters with Shraddha, a girl he is having an affair with. Amarjit is about to call the police when his wife arrives. Desperate, he asks Nandan to pretend to be with Shraddha so his wife doesn`t get suspicious. The ruse gets harder to keep up, leading to a comedy of errors."
s2857,Movie,Choices,"Rami Alon, Silvio Narizzano","Val Avery, George Barrows, Christopher Blande, Pat Buttram, Paul Carafotes, Victor French, Lelia Goldoni, Sonny Gordon, Art Kimbro, Demi Moore, William R. Moses, Bryon Murrow, Stephen Nichols, Dennis Patrick, Don Stark",,,1982,,93 min,Drama,"Partially deaf teenager Carafotes becomes alienated when prevented from playing football because of his handicap. He must deal with his parents, coach, teammates, his new girlfried and a bad crowd he almost falls into, before confronting the school board."
s2858,Movie,Chocolate City,Jean-Claude La Marre,"Robert Ri'chard, Tyson Beckford, Deray Davis, Imani Hakim, Darrin Dewitt Henson",United States,,2015,R,91 min,Drama,"Michael, stage name ""Sexy Chocolate,"" is the newest exotic dancer at the hottest nightclub. Comedy, drama and mayhem ensue as Michael deals with the pressure of being the female clubgoers' favorite flavor and hiding his new ""job"" from his family."
s2859,Movie,Chitralahari,Kishore Tirumala,"Sai Dharam Tej, Kalyani Priyadarshin, Nivetha Pethuraj",,,2019,ALL,119 min,"Drama, International","Vijay(Sai Dharam Tej) is an engineering graduate who develops an app and keeps approaching various companies. But to his bad luck, he gets rejected most of the time. Left with no choice, he starts working at a TV shop and falls in love with Lahari(Kalyani Priyadarshan). But things change with the entry of Shanti(Nivetha Pehturaj) as Vijay loses his love and hope in life."
s2860,Movie,Chisholm '72: Unbought & Unbossed,Shola Lynch,"Shirley Chisholm, Ronald V. Dellums, Barbara Lee",,,2004,13+,76 min,Documentary,"Historical documentary on Brooklyn Congresswoman Shirley Chisholm and her campaign for the Democratic Party presidential nomination in 1972. Reflecting Chisholm's wit, spirit, and charisma, the film chronicles her adventures on the Chisholm Trail."
s2861,Movie,China's New Silk Road,ELVIRE BERAHYA LAZARUS,,,,2019,7+,53 min,"Documentary, Special Interest","What China has baptized 'The New Silk Road' allows a pair of trainers to be transported by train from China to France in under two weeks. On the Horn of Africa, the Chinese state has recently set up a military port and constructed an ultra modern railway serving Ethiopia. Since 2013 the 'Middle Kingdom' has invested billions into projects like these to pave the way for Chinese expansionism."
s2862,TV Show,Children's Favorite Fairy Tales and Nursery Rhymes,,,,,2016,ALL,1 Season,"Animation, Kids","This is a collection of some of the best Nursery Rhymes and Fairy Tales by Kids Learning Videos. Enjoy some favorite fairy tales such as The Three Little Pigs, Little Red Riding Hood and Goldilocks & The Three Bears."
s2863,Movie,Children of the Corn,Fritz Kiersch,"Peter Horton, Linda Hamilton",,,1984,R,92 min,Horror,"A young couple (Linda Hamilton, Terminator 2, and Peter Horton, thirtysomething) find themselves stranded in the rural town of Gatlin, Nebraska, where they encounter a mysterious religious sect of children. The horror grows to a blood-curdling climax as the two new visitors learn the horrifying secret behind the prospering corn fields. Based on the classic short story by Stephen King."
s2864,TV Show,Children of Giant,,,,,2015,TV-PG,1 Season,Special Interest,"In the summer of 1955, it seemed as if all of Hollywood had descended on the dusty West Texas town of Marfa as production began on the highly anticipated movie Giant. Now, 60 years later, ""Children of Giant"" returns to Marfa to explore the dramatic story behind the making of the film and its enduring legacy."
s2865,TV Show,Child Genius,,"Leland Melvin, Arnav Krishna",,,2016,TV-PG,2 Seasons,"Documentary, Drama, Kids","Child Genius is part docu-soap, part competition. The series will bring us into a world where children far surpass their parents when it comes to brain power."
s2866,Movie,Chikati Gadilo Chithakotudu,Santosh P Jayakumar,"Arun Adith, Hemanth, Nikki Tamboli, Bhagyashree Mote",,,2019,18+,107 min,"Comedy, International",The story revolves around two young couples stuck in a haunted house with a sexually deprived ghost which is desperate to sleep with the two virgin heroes.
s2867,Movie,Chicken People,Nicole Lucas Haimes,"Brian Caraker, Brian Knox, Shari McCollough",United States,,2016,13+,83 min,"Documentary, Special Interest","SXSW, AFI Docs alum ""Chicken People"" takes a humorous and heartfelt look at the colorful and hugely competitive world of champion show chicken breeders. A real life ""Best in Show"" but about chickens, the film follows the struggles and triumphs of both humans and their chickens on the road to compete at the Ohio National Poultry Show, considered the Westminster of Chickens."
s2868,Movie,Chick Fight,Paul Leyden,"Malin Akerman, Bella Thorne, Alec Baldwin, Dulcé Sloan, Kevin Connolly, Fortune Feimster, Kevin Nash",,,2020,R,97 min,"Comedy, Drama","When Anna Wyncomb is introduced to an underground, all-female fight club in order to turn the mess of her life around, she discovers she is much more personally connected to the history of the club than she could ever imagine."
s2869,Movie,Chiara Ferragni: Unposted [English Subbed],Elisa Amoruso,Chiara Ferragni,Italy,,2019,16+,88 min,Documentary,"[Italian audio with English subtitles. English dubbed also available – search: Chiara Unposted Dubbed] Chiara Ferragni, the first fashion influencer in the world, reveals how the digital revolution has disrupted the worlds of business, communication, fashion, and culture, through a portrait in which she's the protagonist – both as a woman and as digital entrepreneur."
s2870,Movie,Chiara Ferragni: Unposted (4K UHD) - [English Dubbed],Elisa Amoruso,Chiara Ferragni,,,2019,G,89 min,Documentary,"[Dubbed in English. Original Version also available – search: Chiara Unposted Subbed] Chiara Ferragni, the first fashion influencer in the world, reveals how the digital revolution has disrupted the worlds of business, communication, fashion, and culture, through a portrait in which she's the protagonist – both as a woman and as digital entrepreneur."
s2871,TV Show,Chi's Sweet Adventure,,"Maaya SAKAMOTO, Makoto YASUMURA, Rikiya KOYAMA, Satomi KOHROGI, Ryoko SHIRAISHI",,,2018,ALL,2 Seasons,"Anime, International, Kids","Chi, the sweet kitten full of energy is back! It's yet another day full of happiness for Chi, as she spends the day with her friends, Come-Come, Ann, and Telly. They fool around together, go discover secret spots together, and so on. New characters newly join the series in this brand new season. Don't miss the special episode, where Come-Come sets out on an adventure to an unknown town!"
s2872,Movie,Chi-Town,Nick Budabin,Keifer Sykes,,,2019,13+,80 min,"Documentary, Special Interest, Sports","Chi-Town follows Keifer Sykes on his meteoric rise from Marshall High School on Chicago's West Side to his improbable shot at the NBA. This exhilarating multi-year journey of the explosive point guard's ascent is punctuated by personal loss, debilitating injury, and tragic violence."
s2873,Movie,Chhalaang,Hansal Mehta,"Rajkummar Rao, Nushrratt Bharuchaa",India,,2020,13+,136 min,"Comedy, Drama","‘Chhalaang’ is a hilarious, yet inspirational journey of a PT Master from a semi government funded school in Northern India. Montu is a typical PT Master for whom it’s just a job. When circumstances put everything that Montu cares for, at stake, including Neelu who he loves, Montu is forced to do what he has never done - Teach."
s2874,Movie,Cheers of the Crowd,Vin Moore,"Russell Hopton, Irene Ware, Harry Holman, Bradley Page, John Quillan, Wade Boteler, Betty Blythe",,,1935,13+,62 min,"Comedy, Suspense","Publicity Expert lee Adams (Hopton) uses ex-carnival character ""Honest"" John Brady in a Publicity stunt he throws for the press, in order to promote his new chain letter scheme. However, things go terribly wrong when it turns out ""Honest"" John is on the run from the law, and then one of the recipients of the chain letter is murdered. Adams tries to get to the bottom of the murder, constantly in a battle of wits and ethics with pretty female reporter Mary Larkin (Ware), who has invited herself along for the ride."
s2875,Movie,Chee & T,Tanuj Chopra,"Dominic Rains, Sunkrish Bala, Asif Ali",,,2018,18+,79 min,"Action, Comedy, Special Interest","Chee and T are underachieving debt collectors stuck in Silicon Valley, who spend their days collecting rent and chain smoking. When their wealthy Uncle Rob asks them to do a seemingly small job, the task proves to be anything but simple."
s2876,Movie,Cheaper 2 Keep Her,Marvin Hayes,"Courtney McGriff, Kenyon Glover, Jasmine Leyva, Kristen Hurt, Barry Brewer",,,2021,18+,103 min,"Comedy, Drama, Romance","A successful business man hires an unemployed guy from the streets of Long Beach, CA to steal his wife away from him so he can receive full benefits from a crazy prenuptial agreement."
s2877,Movie,Chavela,"Catherine Gund, Daresha Kyi","Chavela Vargas, Pedro Almodóvar, Elena Benarroch, Miguel Bosé",,,2017,18+,93 min,"Documentary, LGBTQ","Chavela is the portrait of beloved singer Chavela Vargas, whose passionate renditions of popular Ranchera songs made her a beloved figure in Mexico, even as her androgynous appearance and unconventional life challenged norms of the day. Includes English subtitles-user may need to turn subtitles on."
s2878,TV Show,Chasing The Crown: Dreamers to Streamers,,"Tucker Boner aka Jericho, AnneMunition, ActionJaxon, GoldGlove, Jordan Fisher, Ron Funches, Justin Willman, Brittney Griner, Bryan aka Beewhyan, Chelsea aka ChelseaBytes, Michael aka RedVacktor",,,2020,13+,1 Season,Adventure,Three Twitch streamers have their sights set on becoming the next big name in gaming. They'll compete in a series of challenges to secure a spot in Prime Gaming's Twitch tournament: the Crown Cup.
s2879,TV Show,Chasing November,,"Bill Winke, Jared Mills",,,2017,13+,1 Season,"Documentary, Drama, Special Interest","Chasing November Season 2 is a compilation of our 2016-2017 season, one of our best seasons to date. Follow along from late summer through the middle of January as target bucks are located, strategies are formed, and success is found. See what strategies were most effective for us and enjoy action packed hunts along the way."
s2880,Movie,Chasing Happiness,John Lloyd Taylor,"Nick Jonas, Joe Jonas, Kevin Jonas",,,2019,16+,97 min,Documentary,"Chasing Happiness is a story of brotherhood. From humble roots as pastor’s sons in New Jersey, through their meteoric rise to fame, the Jonas Brothers’ bond was unshakeable – until a surprising and painful breakup led Joe, Kevin and Nick down very different paths. With deeply personal interviews, previously unreleased footage and exclusive music, this is the Jonas Brothers as never seen before."
s2881,Movie,Chasers,Dennis Hopper,"Tom Berenger, William McNamara, Erika Eleniak, Crispin Glover",,,1994,R,101 min,"Action, Comedy, Drama",A hapless Navy sailor is assigned SP duty. The catch: he must escort a beautiful female prisoner on her way to prison for going UA. She in turn will try anything to escape.
s2882,Movie,Charm City,Marilyn Ness,"Clayton ""Mr. C"" Guyton, Alex Long, Major Monique Brown, Officer Eric Winston, Officer John Gregorio, Councilman Brandon Scott",,,2019,,107 min,"Documentary, Special Interest","Charm City delivers a candid portrait of citizens, police, community advocates, and government officials on the frontlines during three years of unparalleled, escalating violence in Baltimore."
s2883,TV Show,Charles I Downfall of a King,,Lisa Hilton,,,2019,13+,1 Season,TV Shows,"Historian Lisa Hilton reveals how this cataclysmic moment in our nation's past was sparked by the events of just 50 days. Across three one-hour episodes, she dissects the dark, Machiavellian world of England's revolution. This timely political thriller shows how Parliament found its mettle, Charles' Divine Right monarchy collapsed and modern democracy took its first steps."
s2884,TV Show,Changing Rooms,,"Natalia Bassingthwaighte, Tim Leveson",,,2019,ALL,1 Season,"Special Interest, Unscripted","This season, threerooms in each house will be made over in fivedays -all within a $20,000 budget .The show will be screened over two nights -in the first episode, the first fourrooms will be revealed. Then one of each team head out with a $1000 bonus to shop for a piece for the final rooms. And, the final two spaces are revealed."
s2885,Movie,Change in the Air,Dianne Dreyer,"Rachel Brosnahan, Olympia Dukakis, Mary Beth Hurt, Macy Gray, Aidan Quinn, M. Emmet Walsh",,,2018,PG,94 min,Drama,"When a secretive woman breezes into a quiet town, her subdued neighbors get swept up in curiosity over her ethereal presence."
s2886,Movie,Champ Against Champ,Godfrey Ho,Dragon Lee,,,2007,R,88 min,Action,Dragon Lee has his leg amputated and forges a replacement leg out of steel.
s2887,Movie,Chairlift,,,,,2008,NR,30 min,Music Videos and Concerts,"Pairing heaven sent vocals with woozy swells of keys, windswept guitar riffs, and the primitive pulse of tom tom rhythms, Chairlift spin the globe more than a few times throughout this performance at the After the Jump Festival."
s2888,Movie,Chad Daniels: As Is,Ryan Brennan,Chad Daniels,,,2012,,52 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","Tackling such topics as airline travel, his kids and puberty, Chad Daniels' newest hour is totally uncut and uncensored. Recorded live at the Acme Comedy Co. in Minneapolis."
s2889,TV Show,Chacha Vidhayak Hain Humare,,"Zakir Khan, Vyom Sharma, Kumar Varun, Zakir Hussain, Alka Amin, Abimanyu Singh, Sunny Hinduja, Pritha Bakshi, Venus, Onima Kashyap, Shashi Varma, Susheel Bothiyal, Rahul Subramaniam",,"March 30, 2021",2021,13+,2 Seasons,"Comedy, Drama","Ronny's lie of working for his 'Chacha', the MLA has come true. He now sets his sights on fighting the Parshad (Councilor) Election. However, when Chachaji makes it clear that the ticket will stay with the present Parshad, Ronny spins a new lie. But a formidable new rival threatens his dreams."
s2890,TV Show,Celia Pacquola: All Talk,,Celia Pacquola,,,2020,16+,1 Season,"Comedy, Talk Show and Variety","Co-creator, co-writer and star of ABC TV’s Rosehaven, Celia Pacquola is a true luminary of Australian comedy. A multiple award-winning writer-performer, she is sharp, frank, deft and smart as hell. The stand-up stage is where the journey all started for Celia and it’s where she happily returns in the triumphant All Talk – a homecoming of sorts for one of Australia’s most in-demand comedians."
s2891,TV Show,Celebrity Paranormal Project,,"Mariel Hemingway, Julio Iglesias Jr.",,,2006,16+,1 Season,TV Shows,"Gary Busey, Donna D'Errico, Toccara Jones, Jenna Morasca, and Hal Sparks visit the Waverly Hills Sanatorium in Louisville, Kentucky, to investigate ghost sightings. The abandoned hospital, built to house tuberculosis patients and reportedly the site of thousands of deaths, is considered to be one of the most haunted hospitals in the United States."
s2892,TV Show,Celebrity House Hunting,,,,,2012,TV-PG,1 Season,TV Shows,"""Celebrity House Hunting,"" allows viewers a peek inside the lives of the rich and famous as they show off their current homes and tour more amazing ones on the market."
s2893,TV Show,Celebrity Home Raiders,,,,,2014,TV-PG,1 Season,TV Shows,"""Celebrity Home Raiders"" takes viewers on tours of famous people's homes to find treasures that they can auction off for charity. Looking through the homes with the stars are host Kit Hoover and auctioneers Darren Julien and Martin Nolan, who discuss each item's sentimental value while haggling with the star over what it would be worth at auction."
s2894,TV Show,Celebrity Ghost Stories,,A. Jones,,,2011,TV-PG,3 Seasons,TV Shows,Famous personalities share their real-life personal encounters with the paranormal.
s2895,TV Show,Celebrity Close Calls,,Branden Wellington,,,2011,TV-14,1 Season,"Documentary, Drama, Unscripted","""Celebrity Close Calls"" satisfies the curiosity of fans whose favorite stars lived to tell about how they almost saw the light of death. Firsthand accounts from celebrities including Bret Michaels, Scott Baio, Joely Fisher, Angie Everhart and Gary Busey, combined with re-enactments, piece together the moments they escaped with their life."
s2896,TV Show,Cave Club,,"Shelby Young, Keylor Leigh, Will Haza, Paula Rhodes, Aneesha DuBois",,,2020,ALL,1 Season,"Animation, Kids","Meet Cave Club, a group of prehistoric kids who are way ahead of their time! With a mammoth world to explore, don't expect them to stay in their cave. They are determined to do everything, see everything, and discover everything-first! Which means these BFFs are about to make history!"
s2897,TV Show,Catherine The Great,,"Yuliya Snigir, Natalya Surkova, Pavel Derevyanko, Mark Bogatyrev",,,2015,13+,1 Season,"Action, Drama","""Catherine The Great"" is the story of the great Russian empress in her early years, a prelude to her rise of power. Prepare to become a witness of the first 20 years (1744-1762) of her life in Russia. 20 years of court intrigues, conspiracies, power struggles and un-conditional love for her country. Russian series with English subtitles."
s2898,TV Show,Catching Milat,,"Mal Kennard, Richard Cawthorne, Geoff Morrell, David Field",,,2015,16+,1 Season,Suspense,"Over two compelling episodes, Catching Milat tells the true story of how the NSW Police Taskforce Air, and in particular Detective Paul Gordon, tracked down and caught Ivan Milat - the man responsible for the infamous NSW Backpacker Murders."
s2899,Movie,Catch-22,Mike Nichols,"Alan Arkin, Art Garfunkel, Bob Newhart, Anthony Perkins, Martin Sheen, Jon Voight",,,1970,R,122 min,"Action, Comedy, Military and War","Mike Nichols superbly directed this cinematic adaptation of Joseph Heller's scathing black comedy, a tale of a small group of flyers in the Mediterranean in 1944."
